,0
2017-10-15,0.417011610939527
2017-10-16,0.4285733180824665
2017-10-17,0.8965246513202955
2017-10-18,0.417011610939527
2017-10-19,0.530214228504742
2017-10-20,0.417011610939527
2017-10-21,0.417011610939527
2017-10-22,0.417011610939527
2017-10-23,0.417011610939527
2017-10-24,0.417011610939527
2017-10-25,0.417011610939527
2017-10-26,0.417011610939527
2017-10-27,0.417011610939527
2017-10-28,0.417011610939527
2017-10-29,0.417011610939527
2017-10-30,0.417011610939527
2017-10-31,0.417011610939527
2017-11-01,0.417011610939527
2017-11-02,0.417011610939527
2017-11-03,0.417011610939527
2017-11-04,0.417011610939527
2017-11-05,0.417011610939527
2017-11-06,0.417011610939527
2017-11-07,0.417011610939527
2017-11-08,0.417011610939527
2017-11-09,0.417011610939527
2017-11-10,0.417011610939527
2017-11-11,1.4511347047354652
2017-11-12,0.417011610939527
2017-11-13,1.910070092683221
2017-11-14,0.5171045008467277
2017-11-15,0.417011610939527
2017-11-16,0.417011610939527
2017-11-17,0.417011610939527
2017-11-18,0.417011610939527
2017-11-19,0.417011610939527
2017-11-20,0.417011610939527
2017-11-21,0.417011610939527
2017-11-22,0.5772267262839232
2017-11-23,0.417011610939527
2017-11-24,1.0335352707438161
2017-11-25,0.417011610939527
2017-11-26,0.417011610939527
2017-11-27,0.417011610939527
2017-11-28,0.417011610939527
2017-11-29,0.417011610939527
2017-11-30,0.417011610939527
2017-12-01,0.417011610939527
2017-12-02,0.417011610939527
2017-12-03,0.417011610939527
2017-12-04,0.9330401075234751
2017-12-05,1.6876423902776327
2017-12-06,0.417011610939527
2017-12-07,0.417011610939527
2017-12-08,0.417011610939527
2017-12-09,0.417011610939527
2017-12-10,0.417011610939527
2017-12-11,0.417011610939527
2017-12-12,0.417011610939527
2017-12-13,0.417011610939527
2017-12-14,0.417011610939527
2017-12-15,1.3883723058970625
2017-12-16,1.708715702445148
2017-12-17,1.744186702995816
2017-12-18,0.9799220032265812
2017-12-19,1.245063213506594
2017-12-20,0.417011610939527
2017-12-21,1.4911050297302535
2017-12-22,0.8114604967557708
2017-12-23,0.9379300337273702
2017-12-24,2.8960130500598984
2017-12-25,4.028200610718545
2017-12-26,4.238860769285705
2017-12-27,5.586780866335495
2017-12-28,5.5002221608825925
2017-12-29,6.263456110175625
2017-12-30,6.250546072083618
2017-12-31,5.313107935349156
2018-01-01,5.711379266607615
2018-01-02,6.614029329654503
2018-01-03,6.235927457429263
2018-01-04,5.106805573879445
2018-01-05,4.5466095047317125
2018-01-06,2.1348342307447044
2018-01-07,1.4951505392535946
2018-01-08,0.417011610939527
2018-01-09,2.3782655155421177
2018-01-10,1.7813902187292214
2018-01-11,0.417011610939527
2018-01-12,1.0453029470696644
2018-01-13,0.8380924202209112
2018-01-14,0.8546954269102972
2018-01-15,1.0113416301454776
2018-01-16,1.1886551186200958
2018-01-17,0.7822102021138191
2018-01-18,1.704908799364743
2018-01-19,2.196156461875197
2018-01-20,1.6683379419387432
2018-01-21,1.4648733323200573
2018-01-22,0.4885047329097427
2018-01-23,0.7373694083278644
2018-01-24,1.4436165196254103
2018-01-25,2.062369750647496
2018-01-26,2.6451103802213933
2018-01-27,2.4865417855471357
2018-01-28,4.033416032620989
2018-01-29,3.794234355434786
2018-01-30,3.7923014371735593
2018-01-31,3.42412159753827
2018-02-01,3.47338536848828
2018-02-02,3.2008611910479012
2018-02-03,5.201040516604351
2018-02-04,5.594887229657095
2018-02-05,3.879922340798753
2018-02-06,3.4140359615682416
2018-02-07,1.9658084313324182
2018-02-08,2.8137074271006304
2018-02-09,4.15630065947341
2018-02-10,3.6732577500614707
2018-02-11,4.2547903781741265
2018-02-12,4.0126338152147305
2018-02-13,4.388691980943072
2018-02-14,6.089090486067212
2018-02-15,5.707642528402784
2018-02-16,4.442505705877468
2018-02-17,5.128780094834184
2018-02-18,5.613339727281671
2018-02-19,6.255141218782606
2018-02-20,7.249596187655061
2018-02-21,6.536447758587738
2018-02-22,4.538433037481101
2018-02-23,5.547339404276116
2018-02-24,5.106689092013686
2018-02-25,3.8672886311819274
2018-02-26,2.666998349082378
2018-02-27,3.7633716806222957
2018-02-28,3.912204993915685
2018-03-01,4.183107028576266
2018-03-02,5.001493899509235
2018-03-03,4.292592954386569
2018-03-04,3.1354783636793906
2018-03-05,2.25052708355274
2018-03-06,1.113952469157767
2018-03-07,0.7908566707315396
2018-03-08,0.417011610939527
2018-03-09,0.417011610939527
2018-03-10,0.417011610939527
2018-03-11,0.417011610939527
2018-03-12,0.417011610939527
2018-03-13,1.2367547497211153
2018-03-14,2.7606926648322907
2018-03-15,2.8436148446469103
2018-03-16,3.0239851320208864
2018-03-17,2.4836049036382306
2018-03-18,3.4575868959461356
2018-03-19,4.957377758647192
2018-03-20,4.3317759549318104
2018-03-21,5.063881620016602
2018-03-22,4.702315081117094
2018-03-23,4.499200086201957
2018-03-24,4.651484843828104
2018-03-25,4.218308026247672
2018-03-26,5.081412403468576
2018-03-27,3.5535600389285644
2018-03-28,2.826163130172083
2018-03-29,2.6747516886978095
2018-03-30,1.597927984815808
2018-03-31,1.926565968581577
2018-04-01,0.417011610939527
2018-04-02,0.417011610939527
2018-04-03,0.417011610939527
2018-04-04,0.417011610939527
2018-04-05,0.417011610939527
2018-04-06,1.4009649445342107
2018-04-07,2.4465992747638245
2018-04-08,4.031840484749857
2018-04-09,4.067812678127159
2018-04-10,6.151548518898963
2018-04-11,5.878289845006771
2018-04-12,5.594092337519536
2018-04-13,4.280009509264892
2018-04-14,4.470261255783526
